08/17/2017 00:00:04,410099,1,.0078,70,2,.0239,45,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:00:05,401660,2,.0139,86,3,.0439,78,1,.0272,65,,,,,,,,,,,,,,,
08/17/2017 00:00:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:00:27,401578,1,.0083,71,2,.0333,32,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:00:27,401581,2,.0128,71,1,.0089,60,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:00:27,401586,0,0,0,2,.0139,65,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:00:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:00:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:00:34,410099,0,0,0,2,.0156,70,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:00:35,401660,0,0,0,2,.0217,71,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:00:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:00:57,401578,4,.025,71,4,.0289,71,1,.0267,20,,,,,,,,,,,,,,,
08/17/2017 00:00:57,401581,4,.0278,78,4,.0294,78,1,.0144,65,,,,,,,,,,,,,,,
08/17/2017 00:00:57,401586,0,0,0,4,.0456,71,1,.0067,65,,,,,,,,,,,,,,,
08/17/2017 00:00:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:00:57,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:01:04,410099,0,0,0,4,.0467,46,1,.0089,61,,,,,,,,,,,,,,,
08/17/2017 00:01:05,401660,1,.0072,78,3,.0228,71,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:01:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:01:27,401578,3,.0189,86,4,.0394,71,3,.0878,18,,,,,,,,,,,,,,,
08/17/2017 00:01:27,401581,1,.0056,78,3,.0267,65,3,.0617,60,,,,,,,,,,,,,,,
08/17/2017 00:01:27,401586,3,.0217,60,4,.0361,71,2,.0228,71,,,,,,,,,,,,,,,
08/17/2017 00:01:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:01:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:01:34,410099,4,.0356,61,5,.0389,70,1,.0278,19,,,,,,,,,,,,,,,
08/17/2017 00:01:35,401660,0,0,0,2,.0306,78,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:01:35,410116,1,.0106,,0,0,,,,,,,,,,,,,,,,,,,
08/17/2017 00:01:57,401578,0,0,0,2,.0161,71,0,0,0,,,,,,,,,,,,,,,
08/17/2017 00:01:57,401581,0,0,0,2,.015,78,1,.005,86,,,,,,,,,,,,,,,
08/17/2017 00:01:57,401586,2,.0122,65,4,.0317,71,2,.0267,60,,,,,,,,,,,,,,,
08/17/2017 00:01:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
