08/16/2017 00:00:04,410099,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:00:05,401660,0,0,0,2,.0261,71,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:00:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:00:27,401578,2,.0111,86,2,.0133,78,3,.0778,56,,,,,,,,,,,,,,,
08/16/2017 00:00:27,401581,1,.0056,86,2,.0128,78,1,.0289,60,,,,,,,,,,,,,,,
08/16/2017 00:00:27,401586,1,.0056,71,3,.0256,71,1,.03,60,,,,,,,,,,,,,,,
08/16/2017 00:00:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:00:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:00:34,410099,2,.0139,78,2,.015,72,1,.0306,17,,,,,,,,,,,,,,,
08/16/2017 00:00:35,401660,1,.0072,78,1,.0083,71,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:00:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:00:57,401578,0,0,0,5,.0389,78,1,.0061,96,,,,,,,,,,,,,,,
08/16/2017 00:00:57,401581,1,.0061,78,7,.0483,78,1,.0061,86,,,,,,,,,,,,,,,
08/16/2017 00:00:57,401586,0,0,0,5,.035,78,2,.0322,86,,,,,,,,,,,,,,,
08/16/2017 00:00:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:00:57,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:01:04,410099,2,.0128,85,3,.0267,61,2,.045,24,,,,,,,,,,,,,,,
08/16/2017 00:01:05,401660,1,.0056,86,3,.0222,78,1,.0289,18,,,,,,,,,,,,,,,
08/16/2017 00:01:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:01:27,401578,3,.02,78,3,.0228,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:01:27,401581,2,.0128,78,1,.0067,71,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:01:27,401586,3,.02,65,2,.0156,78,1,.0067,86,,,,,,,,,,,,,,,
08/16/2017 00:01:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:01:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:01:34,410099,0,0,0,4,.03,72,2,.0378,28,,,,,,,,,,,,,,,
08/16/2017 00:01:35,401660,0,0,0,3,.0256,78,1,.0322,52,,,,,,,,,,,,,,,
08/16/2017 00:01:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:01:57,401578,1,.0061,78,2,.0111,86,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:01:57,401581,1,.0056,78,2,.0106,86,1,.0294,60,,,,,,,,,,,,,,,
08/16/2017 00:01:57,401586,1,.0056,65,2,.0111,96,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:01:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:01:57,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:02:04,410099,2,.015,72,2,.0156,70,1,.0078,70,,,,,,,,,,,,,,,
08/16/2017 00:02:05,401660,2,.0133,78,6,.0456,78,2,.0361,30,,,,,,,,,,,,,,,
08/16/2017 00:02:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:02:27,401578,1,.0067,78,1,.0078,78,1,.03,65,,,,,,,,,,,,,,,
08/16/2017 00:02:27,401581,1,.0061,78,1,.0067,71,1,.0061,78,,,,,,,,,,,,,,,
08/16/2017 00:02:27,401586,1,.0061,60,1,.0067,78,1,.0278,65,,,,,,,,,,,,,,,
08/16/2017 00:02:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:02:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:02:34,410099,2,.015,72,3,.0206,79,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:02:35,401660,2,.0139,86,1,.0072,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:02:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:02:57,401578,0,0,0,1,.0289,65,1,.0072,78,,,,,,,,,,,,,,,
08/16/2017 00:02:57,401581,1,.0056,86,1,.0278,65,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:02:57,401586,0,0,0,1,.0289,65,1,.0061,86,,,,,,,,,,,,,,,
08/16/2017 00:02:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:02:57,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:03:04,410099,1,.0067,81,0,0,0,1,.0328,16,,,,,,,,,,,,,,,
08/16/2017 00:03:05,401660,1,.0061,86,1,.0067,78,1,.005,86,,,,,,,,,,,,,,,
08/16/2017 00:03:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:03:27,401578,3,.0172,86,2,.0128,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:03:27,401581,2,.0117,86,2,.0122,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:03:27,401586,3,.0178,71,2,.0122,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:03:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:03:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:03:34,410099,0,0,0,1,.0067,81,1,.0089,61,,,,,,,,,,,,,,,
08/16/2017 00:03:35,401660,1,.0061,78,2,.0139,78,1,.03,18,,,,,,,,,,,,,,,
08/16/2017 00:03:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:03:57,401578,1,.0061,86,2,.015,78,1,.0078,78,,,,,,,,,,,,,,,
08/16/2017 00:03:57,401581,1,.0061,86,2,.0128,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:03:57,401586,1,.0067,65,2,.0133,71,1,.0061,86,,,,,,,,,,,,,,,
08/16/2017 00:03:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:03:57,409885,0,0,,2,.0078,,,,,,,,,,,,,,,,,,,
08/16/2017 00:04:04,410099,3,.0206,79,2,.0367,29,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:04:05,401660,1,.0061,86,1,.0289,71,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:04:05,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:04:27,401578,0,0,0,2,.0167,65,1,.0139,56,,,,,,,,,,,,,,,
08/16/2017 00:04:27,401581,0,0,0,3,.0206,71,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:04:27,401586,0,0,0,1,.0072,65,1,.0089,78,,,,,,,,,,,,,,,
08/16/2017 00:04:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:04:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:04:34,410099,1,.0067,81,3,.02,81,1,.0078,70,,,,,,,,,,,,,,,
08/16/2017 00:04:35,401660,3,.0178,96,2,.0117,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:04:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:04:57,401578,0,0,0,2,.0139,86,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:04:57,401581,0,0,0,1,.0061,86,2,.0572,65,,,,,,,,,,,,,,,
08/16/2017 00:04:57,401586,0,0,0,3,.02,86,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:04:57,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:04:57,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:05:04,410099,0,0,0,1,.0078,70,1,.0117,46,,,,,,,,,,,,,,,
08/16/2017 00:05:05,401660,0,0,0,2,.0139,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:05:05,410116,0,0,,1,.0117,,,,,,,,,,,,,,,,,,,
08/16/2017 00:05:27,401578,0,0,0,1,.0128,86,2,.06,18,,,,,,,,,,,,,,,
08/16/2017 00:05:27,401581,0,0,0,1,.0122,71,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:05:27,401586,0,0,0,1,.0122,71,2,.0533,78,,,,,,,,,,,,,,,
08/16/2017 00:05:27,409883,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:05:27,409885,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:05:34,410099,1,.0067,81,2,.0139,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:05:35,401660,1,.0067,86,3,.0206,86,1,.0106,78,,,,,,,,,,,,,,,
08/16/2017 00:05:35,410116,0,0,,0,0,,,,,,,,,,,,,,,,,,,
08/16/2017 00:05:57,401578,0,0,0,1,.0067,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:05:57,401581,1,.0061,78,1,.0067,78,0,0,0,,,,,,,,,,,,,,,
08/16/2017 00:05:57,401586,0,0,0,1,.0067,78,1,.0061,86,,,,,,,,,,,,,,,
08/16/2017 00:05:57,409883,0,0,,1,.0133,,,,,,,,,,,,,,,,,,,
